Lead_ID,Lead_Source,Industry,Company_Size,Budget,Interaction_Count,Response_Time,Location,Engagement_Score,Previous_Contact_History,Conversion_Probability_True,Conversion_Status,Lead_Value_Score,Interaction_Velocity,Engagement_Per_Interaction,High_Intent_Lead
LEAD2520,Cold Call,Tech,Medium,31600.0,3,2.0,Europe,66,0,0.2868,0,20856.0,1.0,16.5,0
LEAD2521,Cold Call,Finance,Small,14200.0,7,3.4,Europe,63,1,0.5529,0,8946.0,1.5909090909090908,7.875,0
LEAD2522,Website,Healthcare,Medium,4300.0,6,25.8,Europe,46,0,0.2448,0,1978.0,0.22388059701492538,6.571428571428571,0
LEAD2523,Website,Healthcare,Medium,8400.0,10,13.2,Europe,70,1,0.9146,1,5880.0,0.7042253521126761,6.363636363636363,0
LEAD2524,Email,Retail,Small,12300.0,6,7.3,Asia-Pacific,29,0,0.1467,1,3567.0,0.7228915662650601,4.142857142857143,0
LEAD2525,LinkedIn,Finance,Small,29700.0,4,20.7,North America,29,1,0.4332,1,8613.0,0.18433179723502305,5.8,0
LEAD2526,Website,Healthcare,Medium,3500.0,6,3.3,Europe,47,1,0.6828,1,1645.0,1.3953488372093024,6.714285714285714,0
LEAD2527,Website,Healthcare,Small,23500.0,3,3.4,Asia-Pacific,93,0,0.846,1,21855.0,0.6818181818181818,23.25,0
LEAD2528,Referral,Healthcare,Small,27200.0,16,10.2,South America,45,0,0.6673,1,12240.0,1.4285714285714286,2.6470588235294117,0
LEAD2529,Website,Healthcare,Medium,23200.0,9,18.8,South America,47,1,0.7063,1,10904.0,0.45454545454545453,4.7,0
LEAD2530,Referral,Tech,Small,30600.0,7,3.7,Europe,61,0,0.8693,0,18666.0,1.4893617021276595,7.625,0
LEAD2531,Cold Call,Tech,Small,5900.0,5,2.9,Europe,73,0,0.6983,0,4307.0,1.2820512820512822,12.166666666666666,0
LEAD2532,LinkedIn,Tech,Medium,19700.0,11,7.8,North America,80,1,0.8324,1,15760.0,1.25,6.666666666666667,0
LEAD2533,Website,Tech,Small,58700.0,4,1.8,Europe,33,0,0.7557,0,19371.0,1.4285714285714286,6.6,0
LEAD2534,Website,Healthcare,Small,20900.0,4,16.6,South America,53,0,0.3543,1,11077.0,0.22727272727272727,10.6,0
LEAD2535,Cold Call,Education,Small,20900.0,7,10.4,Middle East,59,1,0.2972,1,12331.0,0.6140350877192983,7.375,0
LEAD2536,LinkedIn,Retail,Medium,28700.0,6,8.7,South America,61,1,0.6138,1,17507.0,0.6185567010309279,8.714285714285714,0
LEAD2537,Cold Call,Retail,Medium,10100.0,7,24.8,North America,72,1,0.3135,0,7272.0,0.2713178294573643,9.0,0
LEAD2538,Website,Finance,Medium,26100.0,6,15.9,South America,71,2,0.81,1,18531.0,0.3550295857988166,10.142857142857142,0
LEAD2539,LinkedIn,Finance,Small,51600.0,7,2.0,Middle East,56,2,0.6838,1,28896.0,2.3333333333333335,7.0,0
LEAD2540,LinkedIn,Finance,Small,2200.0,7,6.6,North America,78,0,0.6256,1,1716.0,0.9210526315789475,9.75,0
LEAD2541,Cold Call,Tech,Small,42800.0,9,4.8,Europe,74,1,0.5732,1,31672.0,1.5517241379310345,7.4,0
LEAD2542,LinkedIn,Tech,Small,6900.0,3,19.5,Asia-Pacific,73,1,0.5455,0,5037.0,0.14634146341463414,18.25,0
LEAD2543,LinkedIn,Healthcare,Large,14200.0,6,15.3,Europe,44,2,0.4721,0,6248.0,0.36809815950920244,6.285714285714286,0
LEAD2544,Cold Call,Manufacturing,Small,40300.0,5,7.8,Middle East,69,2,0.4464,0,27807.0,0.5681818181818181,11.5,0
LEAD2545,Website,Tech,Small,36700.0,3,20.9,Europe,79,1,0.7398,0,28993.0,0.13698630136986303,19.75,0
LEAD2546,Email,Tech,Small,46500.0,7,6.4,Asia-Pacific,45,1,0.4227,1,20925.0,0.9459459459459459,5.625,0
LEAD2547,Website,Retail,Medium,58400.0,8,19.6,Asia-Pacific,58,0,0.599,0,33872.0,0.3883495145631068,6.444444444444445,0
LEAD2548,Email,Tech,Medium,13900.0,7,0.5,Europe,86,0,0.9588,1,11954.0,4.666666666666667,10.75,1
LEAD2549,Email,Education,Medium,23400.0,10,1.8,South America,63,1,0.8018,1,14742.0,3.5714285714285716,5.7272727272727275,0
LEAD2550,Website,Retail,Large,11900.0,5,17.0,Europe,53,0,0.5114,1,6307.0,0.2777777777777778,8.833333333333334,0
LEAD2551,Website,Manufacturing,Small,10600.0,6,1.6,Europe,84,0,0.8656,1,8904.0,2.3076923076923075,12.0,1
LEAD2552,Website,Finance,Small,13300.0,4,13.9,North America,46,2,0.333,0,6118.0,0.2684563758389262,9.2,0
LEAD2553,LinkedIn,Retail,Small,29200.0,1,15.5,North America,21,2,0.1578,1,6132.0,0.06060606060606061,10.5,0
LEAD2554,Referral,Finance,Medium,15900.0,9,13.1,Asia-Pacific,39,0,0.8876,1,6201.0,0.6382978723404256,3.9,0
LEAD2555,Website,Healthcare,Medium,35600.0,6,20.6,South America,78,2,0.8986,1,27768.0,0.27777777777777773,11.142857142857142,0
LEAD2556,Referral,Finance,Medium,29300.0,8,8.7,North America,65,2,0.8962,1,19045.0,0.8247422680412372,7.222222222222222,0
LEAD2557,Email,Tech,Medium,2400.0,8,27.4,North America,56,1,0.2345,0,1344.0,0.28169014084507044,6.222222222222222,0
LEAD2558,Website,Healthcare,Medium,21900.0,6,10.2,North America,76,1,0.9055,1,16644.0,0.5357142857142857,10.857142857142858,0
LEAD2559,Website,Healthcare,Large,13500.0,3,8.6,Asia-Pacific,58,2,0.5064,1,7830.0,0.3125,14.5,0
LEAD2560,Email,Education,Medium,14200.0,7,8.6,Middle East,51,0,0.2778,0,7242.0,0.7291666666666667,6.375,0
LEAD2561,LinkedIn,Retail,Medium,36100.0,4,29.3,Europe,72,2,0.7402,1,25992.0,0.132013201320132,14.4,0
LEAD2562,Cold Call,Retail,Small,17900.0,10,3.5,Europe,47,0,0.2661,0,8413.0,2.2222222222222223,4.2727272727272725,0
LEAD2563,Website,Tech,Medium,45400.0,3,14.4,Europe,65,1,0.6955,1,29510.0,0.19480519480519481,16.25,0
LEAD2564,Website,Retail,Large,27000.0,4,3.4,North America,39,0,0.6487,1,10530.0,0.9090909090909091,7.8,0
LEAD2565,Email,Healthcare,Small,18100.0,12,1.3,Asia-Pacific,34,1,0.536,1,6154.0,5.217391304347826,2.6153846153846154,0
LEAD2566,Website,Education,Medium,30100.0,7,37.0,Europe,38,1,0.4538,0,11438.0,0.18421052631578946,4.75,0
LEAD2567,Website,Manufacturing,Medium,2800.0,2,1.8,Asia-Pacific,54,0,0.3405,0,1512.0,0.7142857142857143,18.0,0
LEAD2568,Website,Tech,Small,2500.0,9,14.0,South America,42,1,0.4621,1,1050.0,0.6,4.2,0
LEAD2569,LinkedIn,Education,Medium,3700.0,9,6.7,Asia-Pacific,43,2,0.432,1,1591.0,1.1688311688311688,4.3,0
LEAD2570,LinkedIn,Tech,Small,13500.0,9,21.9,Asia-Pacific,52,2,0.5152,0,7020.0,0.39301310043668125,5.2,0
LEAD2571,Email,Finance,Large,7400.0,4,17.9,South America,54,2,0.668,1,3996.0,0.21164021164021166,10.8,0
LEAD2572,LinkedIn,Healthcare,Medium,85000.0,9,2.0,Middle East,24,1,0.7337,1,20400.0,3.0,2.4,0
LEAD2573,Website,Tech,Small,17600.0,8,7.7,Europe,5,1,0.2619,0,880.0,0.9195402298850576,0.5555555555555556,0
LEAD2574,Email,Retail,Small,23700.0,5,0.4,North America,63,1,0.6951,1,14931.0,3.5714285714285716,10.5,0
LEAD2575,Website,Tech,Medium,8500.0,7,6.8,Europe,58,1,0.4198,1,4930.0,0.8974358974358975,7.25,0
LEAD2576,Cold Call,Tech,Small,9800.0,8,14.6,Asia-Pacific,28,0,0.088,0,2744.0,0.5128205128205129,3.111111111111111,0
LEAD2577,Referral,Healthcare,Small,10200.0,3,3.3,North America,64,0,0.6856,0,6528.0,0.6976744186046512,16.0,0
LEAD2578,Cold Call,Retail,Medium,26000.0,9,20.0,North America,64,0,0.2389,0,16640.0,0.42857142857142855,6.4,0
LEAD2579,Email,Manufacturing,Small,14800.0,15,0.8,North America,49,1,0.8929,0,7252.0,8.333333333333334,3.0625,0
LEAD2580,Cold Call,Retail,Small,16600.0,7,0.5,Asia-Pacific,94,0,0.8108,0,15604.0,4.666666666666667,11.75,1
LEAD2581,Website,Retail,Medium,19900.0,3,0.4,Europe,80,0,0.85,0,15920.0,2.142857142857143,20.0,1
LEAD2582,LinkedIn,Finance,Large,31300.0,4,4.0,North America,47,0,0.707,1,14711.0,0.8,9.4,0
LEAD2583,Email,Tech,Medium,3900.0,6,7.7,North America,47,0,0.43,0,1833.0,0.6896551724137931,6.714285714285714,0
LEAD2584,Email,Tech,Medium,32000.0,9,1.5,Asia-Pacific,26,2,0.5441,1,8320.0,3.6,2.6,0
LEAD2585,Email,Healthcare,Small,18600.0,6,48.0,North America,79,1,0.5037,0,14694.0,0.12244897959183673,11.285714285714286,0
LEAD2586,Cold Call,Retail,Small,24100.0,2,48.0,North America,60,1,0.1251,0,14460.0,0.04081632653061224,20.0,0
LEAD2587,Website,Finance,Small,9900.0,5,8.9,Asia-Pacific,71,0,0.7599,1,7029.0,0.5050505050505051,11.833333333333334,0
LEAD2588,Cold Call,Retail,Medium,12500.0,8,10.2,Europe,12,1,0.1028,0,1500.0,0.7142857142857143,1.3333333333333333,0
LEAD2589,Website,Healthcare,Large,7300.0,13,31.5,North America,71,1,0.8924,1,5183.0,0.4,5.071428571428571,0
LEAD2590,Cold Call,Tech,Medium,79600.0,2,17.7,Europe,45,0,0.1185,1,35820.0,0.10695187165775401,15.0,0
LEAD2591,LinkedIn,Tech,Large,15700.0,7,2.3,North America,67,3,0.8642,1,10519.0,2.121212121212121,8.375,0
LEAD2592,LinkedIn,Education,Medium,112800.0,3,19.0,Asia-Pacific,65,2,0.487,0,73320.0,0.15,16.25,0
LEAD2593,Email,Retail,Small,15500.0,2,3.3,North America,55,3,0.3616,1,8525.0,0.46511627906976744,18.333333333333332,0
LEAD2594,Email,Education,Small,7000.0,13,6.9,North America,41,0,0.1433,0,2870.0,1.6455696202531644,2.9285714285714284,0
LEAD2595,Website,Tech,Small,16200.0,6,9.2,Asia-Pacific,63,1,0.749,1,10206.0,0.5882352941176471,9.0,0
LEAD2596,LinkedIn,Manufacturing,Small,2800.0,10,15.2,Asia-Pacific,38,0,0.5176,0,1064.0,0.617283950617284,3.4545454545454546,0
LEAD2597,Website,Tech,Medium,49000.0,4,2.1,North America,76,1,0.9532,1,37240.0,1.2903225806451613,15.2,0
LEAD2598,Email,Tech,Small,36100.0,5,1.1,North America,41,2,0.6182,1,14801.0,2.380952380952381,6.833333333333333,0
LEAD2599,Website,Manufacturing,Medium,27900.0,4,24.2,Asia-Pacific,55,0,0.4662,0,15345.0,0.15873015873015872,11.0,0
LEAD2600,Website,Tech,Medium,20800.0,2,21.1,Asia-Pacific,40,0,0.1897,0,8320.0,0.09049773755656108,13.333333333333334,0
LEAD2601,Cold Call,Retail,Small,19300.0,5,9.0,North America,58,0,0.1426,0,11194.0,0.5,9.666666666666666,0
LEAD2602,Website,Tech,Small,116400.0,7,13.1,Asia-Pacific,34,1,0.5324,1,39576.0,0.49645390070921985,4.25,0
LEAD2603,Cold Call,Healthcare,Small,8500.0,6,15.3,North America,39,1,0.1255,0,3315.0,0.36809815950920244,5.571428571428571,0
LEAD2604,Website,Manufacturing,Small,32300.0,5,7.9,Europe,100,1,0.8209,1,32300.0,0.5617977528089887,16.666666666666668,0
LEAD2605,Website,Finance,Medium,19400.0,7,3.7,North America,72,1,0.8816,1,13968.0,1.4893617021276595,9.0,0
LEAD2606,Email,Retail,Small,76500.0,5,8.0,North America,62,2,0.6002,1,47430.0,0.5555555555555556,10.333333333333334,0
LEAD2607,Website,Tech,Medium,37200.0,3,36.2,North America,65,2,0.5023,0,24180.0,0.08064516129032258,16.25,0
LEAD2608,Website,Healthcare,Large,132400.0,8,21.9,Europe,61,0,0.7831,1,80764.0,0.3493449781659389,6.777777777777778,0
LEAD2609,Cold Call,Finance,Large,19800.0,4,7.6,Europe,53,0,0.3182,1,10494.0,0.46511627906976744,10.6,0
LEAD2610,Website,Tech,Large,6600.0,4,3.2,Europe,70,2,0.9194,1,4620.0,0.9523809523809523,14.0,0
LEAD2611,LinkedIn,Finance,Small,16000.0,5,26.5,North America,38,1,0.1546,0,6080.0,0.18181818181818182,6.333333333333333,0
LEAD2612,Website,Tech,Small,26800.0,5,12.3,North America,87,1,0.8283,1,23316.0,0.37593984962406013,14.5,0
LEAD2613,Website,Manufacturing,Small,31800.0,6,6.3,Asia-Pacific,57,2,0.6095,1,18126.0,0.8219178082191781,8.142857142857142,0
LEAD2614,Cold Call,Finance,Small,2000.0,2,1.5,North America,71,1,0.1933,0,1420.0,0.8,23.666666666666668,0
LEAD2615,Website,Tech,Large,16100.0,2,16.8,Asia-Pacific,86,1,0.7765,1,13846.0,0.11235955056179775,28.666666666666668,0
LEAD2616,Website,Finance,Medium,7400.0,6,4.7,North America,65,0,0.863,1,4810.0,1.0526315789473684,9.285714285714286,0
LEAD2617,Email,Finance,Small,43600.0,3,11.3,Europe,39,2,0.0917,0,17004.0,0.24390243902439024,9.75,0
LEAD2618,Website,Retail,Small,5300.0,3,10.2,Europe,79,0,0.5771,1,4187.0,0.26785714285714285,19.75,0
LEAD2619,LinkedIn,Manufacturing,Small,24000.0,8,14.5,Middle East,89,0,0.8437,1,21360.0,0.5161290322580645,9.88888888888889,0
LEAD2620,Website,Finance,Medium,8200.0,3,9.4,North America,16,2,0.0813,0,1312.0,0.28846153846153844,4.0,0
LEAD2621,LinkedIn,Education,Medium,10800.0,6,12.0,North America,53,1,0.5766,0,5724.0,0.46153846153846156,7.571428571428571,0
LEAD2622,LinkedIn,Healthcare,Large,58500.0,6,1.1,Europe,61,1,0.8739,1,35685.0,2.857142857142857,8.714285714285714,0
LEAD2623,Email,Tech,Large,7500.0,7,13.2,Middle East,50,1,0.6819,0,3750.0,0.49295774647887325,6.25,0
LEAD2624,LinkedIn,Retail,Small,4000.0,7,2.7,Middle East,30,0,0.3562,0,1200.0,1.8918918918918919,3.75,0
LEAD2625,Email,Healthcare,Small,3400.0,4,6.1,Europe,37,1,0.2499,0,1258.0,0.5633802816901409,7.4,0
LEAD2626,Referral,Retail,Small,16000.0,7,8.7,Europe,18,1,0.3855,0,2880.0,0.7216494845360826,2.25,0
LEAD2627,Website,Education,Small,22500.0,10,14.0,Europe,74,0,0.8017,1,16650.0,0.6666666666666666,6.7272727272727275,0
LEAD2628,Cold Call,Finance,Large,9900.0,4,16.4,Europe,82,1,0.6158,0,8118.0,0.2298850574712644,16.4,0
LEAD2629,Email,Manufacturing,Medium,25400.0,5,14.7,Europe,82,0,0.5453,1,20828.0,0.3184713375796179,13.666666666666666,0
LEAD2630,Email,Retail,Medium,3300.0,4,1.3,South America,54,1,0.3738,0,1782.0,1.7391304347826089,10.8,0
LEAD2631,Cold Call,Finance,Small,40900.0,5,6.0,Asia-Pacific,60,1,0.242,0,24540.0,0.7142857142857143,10.0,0
LEAD2632,Cold Call,Healthcare,Small,35900.0,10,4.1,Europe,76,1,0.6777,1,27284.0,1.9607843137254903,6.909090909090909,0
LEAD2633,Website,Finance,Small,86700.0,4,6.2,Europe,50,2,0.5943,0,43350.0,0.5555555555555556,10.0,0
LEAD2634,Website,Manufacturing,Medium,57100.0,4,12.6,Europe,36,0,0.3464,1,20556.0,0.29411764705882354,7.2,0
LEAD2635,Cold Call,Retail,Medium,10800.0,5,2.7,Europe,44,1,0.2991,0,4752.0,1.3513513513513513,7.333333333333333,0
LEAD2636,Cold Call,Tech,Small,12200.0,7,8.5,Europe,59,0,0.3291,0,7198.0,0.7368421052631579,7.375,0
LEAD2637,Referral,Finance,Medium,29400.0,4,26.0,North America,41,1,0.6968,0,12054.0,0.14814814814814814,8.2,0
LEAD2638,LinkedIn,Healthcare,Medium,4900.0,6,15.9,North America,64,0,0.6056,0,3136.0,0.3550295857988166,9.142857142857142,0
LEAD2639,Referral,Tech,Small,9500.0,3,15.6,Europe,28,1,0.2711,0,2660.0,0.18072289156626503,7.0,0
LEAD2640,Cold Call,Tech,Medium,4500.0,6,22.8,Asia-Pacific,50,0,0.1909,0,2250.0,0.25210084033613445,7.142857142857143,0
LEAD2641,Website,Finance,Small,14100.0,5,6.2,North America,63,3,0.666,1,8883.0,0.6944444444444444,10.5,0
LEAD2642,Website,Finance,Medium,18100.0,12,17.2,Europe,58,1,0.7192,1,10498.0,0.6593406593406593,4.461538461538462,0
LEAD2643,LinkedIn,Finance,Medium,6700.0,6,0.8,North America,40,0,0.6572,1,2680.0,3.333333333333333,5.714285714285714,0
LEAD2644,Cold Call,Tech,Large,2500.0,8,0.8,North America,70,1,0.7691,1,1750.0,4.444444444444445,7.777777777777778,0
LEAD2645,Website,Tech,Small,27400.0,6,4.9,Middle East,60,1,0.733,0,16440.0,1.0169491525423728,8.571428571428571,0
LEAD2646,Email,Retail,Small,2400.0,3,2.7,South America,13,2,0.0764,0,312.0,0.8108108108108107,3.25,0
LEAD2647,Referral,Healthcare,Small,74500.0,7,8.9,North America,64,1,0.9192,1,47680.0,0.7070707070707071,8.0,0
LEAD2648,Email,Tech,Small,7000.0,6,2.5,Asia-Pacific,47,0,0.4763,0,3290.0,1.7142857142857142,6.714285714285714,0
LEAD2649,Email,Finance,Medium,23800.0,3,44.6,North America,45,3,0.151,0,10710.0,0.06578947368421052,11.25,0
LEAD2650,Email,Healthcare,Large,13400.0,6,23.0,Middle East,38,0,0.2621,0,5092.0,0.25,5.428571428571429,0
LEAD2651,Website,Tech,Small,3200.0,5,48.0,North America,35,1,0.2228,0,1120.0,0.10204081632653061,5.833333333333333,0
LEAD2652,Email,Tech,Small,14800.0,5,19.9,North America,59,1,0.4105,1,8732.0,0.23923444976076558,9.833333333333334,0
LEAD2653,Email,Tech,Small,16500.0,6,36.3,Europe,66,0,0.1947,0,10890.0,0.160857908847185,9.428571428571429,0
LEAD2654,Website,Education,Small,40600.0,5,5.6,Asia-Pacific,58,2,0.5409,1,23548.0,0.7575757575757576,9.666666666666666,0
LEAD2655,LinkedIn,Retail,Small,28400.0,7,8.4,North America,74,0,0.5829,1,21016.0,0.7446808510638298,9.25,0
LEAD2656,Email,Retail,Small,3700.0,5,3.4,Asia-Pacific,67,0,0.6112,0,2479.0,1.1363636363636362,11.166666666666666,0
LEAD2657,LinkedIn,Retail,Medium,6700.0,7,12.2,North America,15,0,0.106,0,1005.0,0.5303030303030303,1.875,0
LEAD2658,LinkedIn,Retail,Small,9500.0,6,18.7,South America,37,2,0.6241,0,3515.0,0.30456852791878175,5.285714285714286,0
LEAD2659,Website,Finance,Medium,4500.0,4,8.4,North America,79,0,0.7262,0,3555.0,0.425531914893617,15.8,0
LEAD2660,Cold Call,Healthcare,Medium,14200.0,4,4.3,South America,30,0,0.114,0,4260.0,0.7547169811320755,6.0,0
LEAD2661,Email,Tech,Small,85100.0,7,8.6,Europe,1,0,0.0743,0,851.0,0.7291666666666667,0.125,0
LEAD2662,LinkedIn,Healthcare,Medium,16500.0,5,0.9,Europe,92,0,0.9622,1,15180.0,2.6315789473684212,15.333333333333334,1
LEAD2663,Website,Retail,Medium,29100.0,6,15.4,Middle East,61,1,0.7004,1,17751.0,0.3658536585365854,8.714285714285714,0
LEAD2664,Cold Call,Healthcare,Medium,25000.0,4,7.3,Middle East,41,0,0.1277,0,10250.0,0.48192771084337344,8.2,0
LEAD2665,Cold Call,Finance,Small,39900.0,7,27.5,Asia-Pacific,38,0,0.0341,0,15162.0,0.24561403508771928,4.75,0
LEAD2666,Website,Tech,Small,6900.0,9,30.9,North America,68,0,0.6304,1,4692.0,0.2821316614420063,6.8,0
LEAD2667,Website,Healthcare,Medium,30000.0,2,1.7,Europe,65,1,0.7691,1,19500.0,0.7407407407407407,21.666666666666668,0
LEAD2668,Cold Call,Retail,Medium,44600.0,7,48.0,Europe,62,0,0.2251,1,27652.0,0.14285714285714285,7.75,0
LEAD2669,Cold Call,Education,Small,5800.0,6,42.1,Europe,51,1,0.0737,0,2958.0,0.13921113689095127,7.285714285714286,0
LEAD2670,Website,Finance,Small,10500.0,6,11.9,Europe,29,0,0.2395,0,3045.0,0.46511627906976744,4.142857142857143,0
LEAD2671,Cold Call,Retail,Small,72200.0,7,21.0,North America,54,2,0.3597,0,38988.0,0.3181818181818182,6.75,0
LEAD2672,Email,Healthcare,Small,32400.0,10,0.3,Asia-Pacific,76,0,0.8775,1,24624.0,7.692307692307692,6.909090909090909,1
LEAD2673,Cold Call,Education,Medium,8600.0,7,42.3,Asia-Pacific,44,1,0.1431,0,3784.0,0.16166281755196307,5.5,0
LEAD2674,Website,Healthcare,Small,18600.0,8,7.4,North America,67,1,0.7796,1,12462.0,0.9523809523809523,7.444444444444445,0
LEAD2675,LinkedIn,Healthcare,Small,12400.0,4,29.0,Europe,47,3,0.2842,0,5828.0,0.13333333333333333,9.4,0
LEAD2676,Website,Healthcare,Medium,15500.0,6,5.9,Europe,71,1,0.8253,1,11005.0,0.8695652173913043,10.142857142857142,0
LEAD2677,Email,Retail,Small,10800.0,5,18.7,Asia-Pacific,35,0,0.2808,0,3780.0,0.25380710659898476,5.833333333333333,0
LEAD2678,Website,Manufacturing,Medium,8600.0,8,6.6,North America,55,0,0.7452,1,4730.0,1.0526315789473684,6.111111111111111,0
LEAD2679,Website,Tech,Medium,24500.0,3,5.5,Europe,64,0,0.491,1,15680.0,0.46153846153846156,16.0,0
LEAD2680,Email,Tech,Small,32200.0,5,35.3,North America,41,2,0.205,0,13202.0,0.13774104683195593,6.833333333333333,0
LEAD2681,Website,Manufacturing,Medium,43400.0,9,14.5,Europe,62,1,0.7133,0,26908.0,0.5806451612903226,6.2,0
LEAD2682,LinkedIn,Healthcare,Medium,5400.0,2,22.1,Asia-Pacific,54,1,0.4096,1,2916.0,0.08658008658008658,18.0,0
LEAD2683,Website,Healthcare,Small,36600.0,5,9.5,Asia-Pacific,54,1,0.4262,1,19764.0,0.47619047619047616,9.0,0
LEAD2684,Email,Finance,Small,7900.0,13,30.2,North America,41,2,0.4101,0,3239.0,0.4166666666666667,2.9285714285714284,0
LEAD2685,Website,Tech,Medium,13100.0,5,16.3,Europe,75,1,0.8856,1,9825.0,0.2890173410404624,12.5,0
LEAD2686,Website,Retail,Large,48300.0,9,1.0,Middle East,36,0,0.7682,1,17388.0,4.5,3.6,0
LEAD2687,Website,Retail,Medium,14100.0,7,17.6,North America,61,1,0.798,1,8601.0,0.3763440860215054,7.625,0
LEAD2688,Email,Finance,Small,6400.0,10,0.3,South America,38,0,0.6246,1,2432.0,7.692307692307692,3.4545454545454546,0
LEAD2689,Email,Finance,Medium,5500.0,8,21.3,Asia-Pacific,54,1,0.6426,1,2970.0,0.35874439461883406,6.0,0
LEAD2690,Email,Education,Small,14800.0,6,4.9,Asia-Pacific,68,2,0.4472,0,10064.0,1.0169491525423728,9.714285714285714,0
LEAD2691,Email,Tech,Medium,30800.0,5,11.0,North America,49,2,0.6045,0,15092.0,0.4166666666666667,8.166666666666666,0
LEAD2692,Email,Education,Medium,119600.0,9,16.7,North America,1,0,0.0662,0,1196.0,0.5084745762711864,0.1,0
LEAD2693,Website,Tech,Medium,33000.0,3,12.3,South America,28,0,0.2019,1,9240.0,0.22556390977443608,7.0,0
LEAD2694,Email,Healthcare,Medium,43900.0,4,13.5,North America,12,1,0.1546,0,5268.0,0.27586206896551724,2.4,0
LEAD2695,Referral,Manufacturing,Medium,29600.0,3,26.9,North America,56,1,0.4548,1,16576.0,0.10752688172043011,14.0,0
LEAD2696,Email,Retail,Medium,47200.0,5,5.7,Europe,55,0,0.3845,1,25960.0,0.7462686567164178,9.166666666666666,0
LEAD2697,Cold Call,Finance,Small,3600.0,10,9.6,North America,48,1,0.2019,0,1728.0,0.9433962264150944,4.363636363636363,0
LEAD2698,Website,Retail,Medium,55200.0,6,2.4,Asia-Pacific,42,0,0.7643,0,23184.0,1.7647058823529411,6.0,0
LEAD2699,LinkedIn,Finance,Large,12100.0,5,7.7,Europe,59,1,0.5789,1,7139.0,0.574712643678161,9.833333333333334,0
LEAD2700,LinkedIn,Tech,Small,52900.0,6,2.1,South America,26,1,0.5581,1,13754.0,1.9354838709677418,3.7142857142857144,0
LEAD2701,Email,Manufacturing,Small,3600.0,7,12.1,Asia-Pacific,74,1,0.4119,1,2664.0,0.5343511450381679,9.25,0
LEAD2702,Referral,Retail,Small,27100.0,5,4.8,North America,57,0,0.8275,1,15447.0,0.8620689655172414,9.5,0
LEAD2703,Website,Healthcare,Medium,28600.0,7,23.6,North America,36,3,0.5708,0,10296.0,0.2845528455284553,4.5,0
LEAD2704,Website,Finance,Medium,117600.0,7,5.2,Asia-Pacific,47,0,0.4616,0,55272.0,1.129032258064516,5.875,0
LEAD2705,LinkedIn,Tech,Small,31300.0,8,4.2,Europe,52,0,0.6339,0,16276.0,1.5384615384615383,5.777777777777778,0
LEAD2706,LinkedIn,Tech,Large,11600.0,8,8.2,Middle East,27,0,0.3805,0,3132.0,0.8695652173913044,3.0,0
LEAD2707,Website,Healthcare,Small,18300.0,4,2.4,Asia-Pacific,68,0,0.7937,1,12444.0,1.1764705882352942,13.6,0
LEAD2708,Website,Retail,Medium,11100.0,6,2.8,North America,74,0,0.7311,1,8214.0,1.5789473684210527,10.571428571428571,0
LEAD2709,Website,Healthcare,Small,6400.0,4,18.4,South America,57,1,0.7061,0,3648.0,0.2061855670103093,11.4,0
LEAD2710,Website,Education,Small,7700.0,6,8.4,North America,74,1,0.4343,1,5698.0,0.6382978723404255,10.571428571428571,0
LEAD2711,LinkedIn,Tech,Small,7000.0,6,2.9,North America,100,1,0.9084,1,7000.0,1.5384615384615385,14.285714285714286,0
LEAD2712,Email,Finance,Small,17900.0,5,0.5,Asia-Pacific,17,2,0.2818,0,3043.0,3.3333333333333335,2.8333333333333335,0
LEAD2713,Website,Tech,Medium,49300.0,5,7.6,South America,56,4,0.6916,0,27608.0,0.5813953488372093,9.333333333333334,0
LEAD2714,Email,Finance,Medium,50800.0,5,16.4,Europe,28,0,0.2228,1,14224.0,0.2873563218390805,4.666666666666667,0
LEAD2715,Website,Tech,Small,3100.0,6,5.3,North America,86,0,0.7453,1,2666.0,0.9523809523809524,12.285714285714286,0
LEAD2716,Website,Manufacturing,Small,3700.0,8,3.5,North America,60,1,0.7228,1,2220.0,1.7777777777777777,6.666666666666667,0
LEAD2717,Cold Call,Tech,Small,7600.0,3,6.2,North America,41,1,0.041,0,3116.0,0.41666666666666663,10.25,0
LEAD2718,Referral,Manufacturing,Medium,7900.0,5,38.5,North America,50,0,0.5066,0,3950.0,0.12658227848101267,8.333333333333334,0
LEAD2719,LinkedIn,Finance,Medium,4000.0,8,6.7,North America,82,1,0.7781,1,3280.0,1.0389610389610389,9.11111111111111,0
LEAD2720,Website,Manufacturing,Small,11800.0,3,3.7,Europe,64,1,0.3508,0,7552.0,0.6382978723404255,16.0,0
LEAD2721,LinkedIn,Healthcare,Medium,19700.0,6,10.2,South America,67,3,0.794,1,13199.0,0.5357142857142857,9.571428571428571,0
LEAD2722,LinkedIn,Manufacturing,Small,19300.0,11,20.1,North America,85,1,0.7552,1,16405.0,0.5213270142180094,7.083333333333333,0
LEAD2723,LinkedIn,Tech,Large,17700.0,10,0.4,North America,74,1,0.9817,1,13098.0,7.142857142857143,6.7272727272727275,0
LEAD2724,Email,Retail,Large,10300.0,7,9.9,Asia-Pacific,77,1,0.8446,1,7931.0,0.6422018348623852,9.625,0
LEAD2725,Email,Manufacturing,Medium,26500.0,4,21.8,Asia-Pacific,52,0,0.5045,0,13780.0,0.17543859649122806,10.4,0
